Catch_Area_Code,Split_SubUnit_Code,Landing_Date,Batch_year,Month,Day,Round_Lbs_Qty,Fisher_Type_Code,Tribe_num,Tribe_Member_Num,Vessel_ID,License_ID,Dealer_License_ID,Round_Lbs_Price_Amt,Tribal_Tax_Amt,Species_Code,Gear_Code,Landing_Cnt,Port_Code,Fish_Ticket_Num,Ticket_Data_Source_Code,Catch_Desc_Code,Species_Code_Desc
20A ,,10/1/2017,2017,10,1,383,1,,,33134,56126,125644,4,,561,21,,115,Z955973,COMM,0,DUNGENESS CRAB
20A ,,10/1/2017,2017,10,1,1225,1,,,36645,56389,125644,4,,561,21,,115,Z955974,COMM,0,DUNGENESS CRAB
20A ,,10/1/2017,2017,10,1,1152,1,,,27853,56005,125644,4,,561,21,,115,Z955975,COMM,0,DUNGENESS CRAB
20A ,,10/1/2017,2017,10,1,623,1,,,21059,56108,125644,4,,561,21,,115,Z955976,COMM,0,DUNGENESS CRAB
20A ,,10/1/2017,2017,10,1,93,1,,,34911,55904,94,4,,561,21,,115,Z937501,COMM,0,DUNGENESS CRAB
20A ,,10/1/2017,2017,10,1,475,1,,,30578,55907,94,4,,561,21,,115,Z937502,COMM,0,DUNGENESS CRAB
20A ,,10/1/2017,2017,10,1,282,1,,,31658,55903,94,4,,561,21,,115,Z937503,COMM,0,DUNGENESS CRAB
20A ,,10/1/2017,2017,10,1,456,1,,,36660,56049,124315,4,,561,21,,,Z981777,COMM,0,DUNGENESS CRAB
20A ,,10/1/2017,2017,10,1,246,1,,,6295,55921,126821,4,,561,21,,,Z972600,COMM,0,DUNGENESS CRAB
20A ,,10/1/2017,2017,10,1,773,1,,,32391,56191,126821,4,,561,21,,,Z972601,COMM,0,DUNGENESS CRAB
20A ,,10/1/2017,2017,10,1,211,1,,,19807,56159,126821,4,,561,21,,,Z972602,COMM,0,DUNGENESS CRAB
20A ,,10/1/2017,2017,10,1,690,1,,,37441,57339,126821,4,,561,21,,,Z972603,COMM,0,DUNGENESS CRAB
21A ,,10/1/2017,2017,10,1,351,1,,,8811,56054,125649,4,,561,21,,110,Z977869,COMM,0,DUNGENESS CRAB
20A ,,10/1/2017,2017,10,1,502,1,,,34577,56413,125649,4,,561,21,,110,Z977870,COMM,0,DUNGENESS CRAB
20A ,,10/1/2017,2017,10,1,561,1,,,29092,56045,125649,4,,561,21,,110,Z977871,COMM,0,DUNGENESS CRAB
21A ,,10/1/2017,2017,10,1,1287,1,,,18515,56086,125649,4,,561,21,,110,Z977872,COMM,0,DUNGENESS CRAB
22A ,,10/1/2017,2017,10,1,533,1,,,36351,56207,112661,1,,561,21,,105,Z973585,COMM,0,DUNGENESS CRAB
20A ,,10/1/2017,2017,10,1,81,2,9,62227,,,94,4,19.44,561,21,,115,JL739651,COMM,0,DUNGENESS CRAB
20A ,,10/1/2017,2017,10,1,450,2,28,58467,,,94,4,0,561,21,,115,JL739652,COMM,0,DUNGENESS CRAB
20A ,,10/1/2017,2017,10,1,162,2,9,52174,,,94,4,38.88,561,21,,115,JL739653,COMM,0,DUNGENESS CRAB
20A ,,10/1/2017,2017,10,1,447,2,9,53031,,,94,4,107.28,561,21,,115,JL739654,COMM,0,DUNGENESS CRAB
20A ,,10/1/2017,2017,10,1,97,2,9,52768,,,94,4,23.28,561,21,,115,JL739655,COMM,0,DUNGENESS CRAB
20A ,,10/1/2017,2017,10,1,429,2,9,53643,,,94,4,102.96,561,21,,115,JL739656,COMM,0,DUNGENESS CRAB
20A ,,10/1/2017,2017,10,1,60,2,14,48027,,,94,4,4.8,561,21,,115,JL739657,COMM,0,DUNGENESS CRAB
20A ,,10/1/2017,2017,10,1,352,2,9,52011,,,94,4,84.48,561,21,,115,JL739658,COMM,0,DUNGENESS CRAB
20A ,,10/1/2017,2017,10,1,137,2,28,58662,,,94,4,0,561,21,,115,JL739659,COMM,0,DUNGENESS CRAB
20A ,,10/1/2017,2017,10,1,236,2,9,52273,,,94,4,56.64,561,21,,115,JL739660,COMM,0,DUNGENESS CRAB
20A ,,10/1/2017,2017,10,1,155,2,28,58467,,,94,4,0,561,21,,115,JL739661,COMM,0,DUNGENESS CRAB
20A ,,10/1/2017,2017,10,1,204,2,9,53839,,,94,4,48.96,561,21,,115,JL739662,COMM,0,DUNGENESS CRAB
20A ,,10/1/2017,2017,10,1,358,2,9,53815,,,94,4,85.92,561,21,,115,JL739663,COMM,0,DUNGENESS CRAB
20A ,,10/1/2017,2017,10,1,180,2,9,53198,,,94,4,43.2,561,21,,115,JL739664,COMM,0,DUNGENESS CRAB
20A ,,10/1/2017,2017,10,1,157,2,9,54428,,,94,4,37.68,561,21,,115,JL739665,COMM,0,DUNGENESS CRAB
20A ,,10/1/2017,2017,10,1,105,2,9,53393,,,94,4,25.2,561,21,,115,JL739666,COMM,0,DUNGENESS CRAB
20A ,,10/1/2017,2017,10,1,131,2,9,52247,,,94,4,31.44,561,21,,115,JL739667,COMM,0,DUNGENESS CRAB
20A ,,10/1/2017,2017,10,1,35,2,9,53393,,,94,4,8.4,561,21,,115,JL739668,COMM,0,DUNGENESS CRAB
20A ,,10/1/2017,2017,10,1,320,2,9,54066,,,1315,4,76.8,561,21,,110,JM708901,COMM,0,DUNGENESS CRAB
20A ,,10/1/2017,2017,10,1,320,2,9,54691,,,1315,4,76.8,561,21,,110,JM708902,COMM,0,DUNGENESS CRAB
20A ,,10/1/2017,2017,10,1,320,2,9,54371,,,1315,4,76.8,561,21,,110,JM708903,COMM,0,DUNGENESS CRAB
20A ,,10/1/2017,2017,10,1,129,2,9,54433,,,1315,4,30.96,561,21,,110,JN723437,COMM,0,DUNGENESS CRAB
20A ,,10/1/2017,2017,10,1,122,2,9,52416,,,1315,4,29.28,561,21,,110,JN723438,COMM,0,DUNGENESS CRAB
20A ,,10/1/2017,2017,10,1,100,2,9,53912,,,1315,4,24,561,21,,110,JN723443,COMM,0,DUNGENESS CRAB
20A ,,10/1/2017,2017,10,1,482,2,9,52917,,,1315,4,115.68,561,21,,110,JN723447,COMM,0,DUNGENESS CRAB
20A ,,10/1/2017,2017,10,1,533,2,9,52503,,,1315,4,127.92,561,21,,110,JN723448,COMM,0,DUNGENESS CRAB
22A ,,10/1/2017,2017,10,1,242,2,15,13698,,,1315,4,0,561,21,,170,JN723587,COMM,0,DUNGENESS CRAB
22A ,,10/1/2017,2017,10,1,296,2,15,14715,,,1315,4,0,561,21,,170,JN723588,COMM,0,DUNGENESS CRAB
22A ,,10/1/2017,2017,10,1,184,2,15,13698,,,1315,4,0,561,21,,170,JN723590,COMM,0,DUNGENESS CRAB
20A ,,10/1/2017,2017,10,1,62,2,9,54441,,,4337,4,14.88,561,21,,110,JN727792,COMM,0,DUNGENESS CRAB
20A ,,10/1/2017,2017,10,1,186,2,9,52379,,,4337,4,44.64,561,21,,110,JN727793,COMM,0,DUNGENESS CRAB
20A ,,10/1/2017,2017,10,1,82,2,9,52227,,,4337,4,19.68,561,21,,110,JN727794,COMM,0,DUNGENESS CRAB
20A ,,10/1/2017,2017,10,1,64,2,9,53681,,,4337,4,15.36,561,21,,110,JN727795,COMM,0,DUNGENESS CRAB
20A ,,10/1/2017,2017,10,1,389,2,9,53001,,,4337,4,93.36,561,21,,110,JN727796,COMM,0,DUNGENESS CRAB
20A ,,10/1/2017,2017,10,1,305,2,9,52161,,,4337,4,73.2,561,21,,110,JN727797,COMM,0,DUNGENESS CRAB
20A ,,10/2/2017,2017,10,2,2650,1,,,29186,56011,1315,4.25,,561,21,,110,JM708916,COMM,0,DUNGENESS CRAB
25A ,W,10/2/2017,2017,10,2,2146,1,,,36616,56323,1315,4.25,,561,21,,170,Z859876,COMM,0,DUNGENESS CRAB
25A ,,10/2/2017,2017,10,2,1258,1,,,38351,56305,118636,4.75,,561,21,,175,Y831718,COMM,0,DUNGENESS CRAB
22B ,,10/2/2017,2017,10,2,820,1,,,37170,56236,126573,4,,561,21,,105,Z965718,COMM,0,DUNGENESS CRAB
22B ,,10/2/2017,2017,10,2,533,1,,,37907,55968,126573,4,,561,21,,105,Z965719,COMM,0,DUNGENESS CRAB
22B ,,10/2/2017,2017,10,2,1183,1,,,18069,55978,126573,4,,561,21,,105,Z965720,COMM,0,DUNGENESS CRAB
24A ,,10/2/2017,2017,10,2,1424,1,,,34635,56008,126573,4,,561,21,,105,Z965721,COMM,0,DUNGENESS CRAB
22B ,,10/2/2017,2017,10,2,1496,1,,,35427,56379,126573,4,,561,21,,105,Z965722,COMM,0,DUNGENESS CRAB
22B ,,10/2/2017,2017,10,2,2093,1,,,36153,56188,126573,4,,561,21,,105,Z965723,COMM,0,DUNGENESS CRAB
22B ,,10/2/2017,2017,10,2,2507,1,,,29003,56063,126573,4,,561,21,,105,Z965724,COMM,0,DUNGENESS CRAB
22B ,,10/2/2017,2017,10,2,1555,1,,,11459,56283,126573,4,,561,21,,105,Z965725,COMM,0,DUNGENESS CRAB
23B ,,10/2/2017,2017,10,2,241,1,,,17965,56308,126573,4,,561,21,,105,Z965726,COMM,0,DUNGENESS CRAB
25B ,,10/2/2017,2017,10,2,1582,1,,,32405,56228,126573,4,,561,21,,105,Z965727,COMM,0,DUNGENESS CRAB
22B ,,10/2/2017,2017,10,2,2375,1,,,10804,56144,126573,4,,561,21,,105,Z965728,COMM,0,DUNGENESS CRAB
22B ,,10/2/2017,2017,10,2,2647,1,,,,55949,126573,4,,561,21,,105,Z965729,COMM,0,DUNGENESS CRAB
22B ,,10/2/2017,2017,10,2,743,1,,,38172,56277,126573,4,,561,21,,105,Z965730,COMM,0,DUNGENESS CRAB
24C ,,10/2/2017,2017,10,2,700,1,,,36579,56397,126573,4,,561,21,,105,Z974848,COMM,0,DUNGENESS CRAB
24C ,,10/2/2017,2017,10,2,995,1,,,38114,56278,126573,4,,561,21,,105,Z974849,COMM,0,DUNGENESS CRAB
24C ,,10/2/2017,2017,10,2,608,1,,,36578,56291,126573,4,,561,21,,105,Z974850,COMM,0,DUNGENESS CRAB
24C ,,10/2/2017,2017,10,2,1374,1,,,36376,56412,126573,4,,561,21,,105,Z978952,COMM,0,DUNGENESS CRAB
24C ,,10/2/2017,2017,10,2,1178,1,,,37662,56195,126573,4,,561,21,,105,Z978953,COMM,0,DUNGENESS CRAB
24C ,,10/2/2017,2017,10,2,816,1,,,37896,56112,126573,4,,561,21,,105,Z978954,COMM,0,DUNGENESS CRAB
24C ,,10/2/2017,2017,10,2,978,1,,,36635,56192,126573,4,,561,21,,105,Z978951,COMM,0,DUNGENESS CRAB
25A ,,10/2/2017,2017,10,2,274,1,,,37656,56147,1533,4,,561,21,,165,Z960752,COMM,0,DUNGENESS CRAB
25A ,,10/2/2017,2017,10,2,1110,1,,,37401,56016,1533,4,,561,21,,165,Z960753,COMM,0,DUNGENESS CRAB
25D ,,10/2/2017,2017,10,2,795,1,,,35096,56107,1533,4,,561,21,,165,Z970753,COMM,0,DUNGENESS CRAB
21B ,,10/2/2017,2017,10,2,937,1,,,23907,59373,3204,4.25,,561,21,,180,Z958384,COMM,0,DUNGENESS CRAB
21B ,,10/2/2017,2017,10,2,596,1,,,10535,56131,3204,4.25,,561,21,,180,Z958385,COMM,0,DUNGENESS CRAB
21B ,,10/2/2017,2017,10,2,199,1,,,10535,56116,3204,4.25,,561,21,,180,Z958386,COMM,0,DUNGENESS CRAB
24A ,,10/2/2017,2017,10,2,702,1,,,17094,56242,112389,4,,561,21,,140,Z956791,COMM,0,DUNGENESS CRAB
24A ,,10/2/2017,2017,10,2,440,1,,,17094,56242,112389,4,,561,21,,140,Z956791,COMM,0,DUNGENESS CRAB
22A ,,10/2/2017,2017,10,2,1886,1,,,36117,56378,119876,4.6,,561,21,,105,Z983406,COMM,0,DUNGENESS CRAB
20A ,,10/2/2017,2017,10,2,454,1,,,12688,56143,121399,4,,561,21,,115,Z975377,COMM,0,DUNGENESS CRAB
21A ,,10/2/2017,2017,10,2,482,1,,,36312,56051,121399,4,,561,21,,115,Z975378,COMM,0,DUNGENESS CRAB
20A ,,10/2/2017,2017,10,2,2165,1,,,38352,56145,121399,4,,561,21,,115,Z975379,COMM,0,DUNGENESS CRAB
20A ,,10/2/2017,2017,10,2,1655,1,,,18283,55997,121399,4,,561,21,,115,Z975381,COMM,0,DUNGENESS CRAB
20A ,,10/2/2017,2017,10,2,2246,1,,,31436,56206,121399,4,,561,21,,115,Z975382,COMM,0,DUNGENESS CRAB
20A ,,10/2/2017,2017,10,2,685,1,,,29207,56073,121399,4,,561,21,,115,Z975383,COMM,0,DUNGENESS CRAB
20A ,,10/2/2017,2017,10,2,1428,1,,,12486,55905,121399,4,,561,21,,115,Z975384,COMM,0,DUNGENESS CRAB
20A ,,10/2/2017,2017,10,2,543,1,,,25435,56269,121399,4,,561,21,,115,Z975385,COMM,0,DUNGENESS CRAB
20A ,,10/2/2017,2017,10,2,1858,1,,,36157,55909,121399,4,,561,21,,115,Z975386,COMM,0,DUNGENESS CRAB
20A ,,10/2/2017,2017,10,2,2706,1,,,37458,56333,121399,4,,561,21,,115,Z975387,COMM,0,DUNGENESS CRAB
20A ,,10/2/2017,2017,10,2,1066,1,,,37522,57954,121399,4,,561,21,,115,Z975388,COMM,0,DUNGENESS CRAB
20A ,,10/2/2017,2017,10,2,510,1,,,38352,56145,121399,4,,561,21,,115,Z975389,COMM,0,DUNGENESS CRAB
20A ,,10/2/2017,2017,10,2,1062,1,,,13205,56223,121399,4,,561,21,,115,Z975390,COMM,0,DUNGENESS CRAB
21B ,,10/2/2017,2017,10,2,396,1,,,32722,56356,125560,4,,561,21,,105,W809951,COMM,0,DUNGENESS CRAB
21A ,,10/2/2017,2017,10,2,860,1,,,36660,56049,126369,4.5,,561,21,,160,Z971455,COMM,0,DUNGENESS CRAB
21A ,,10/2/2017,2017,10,2,2545,1,,,10340,56187,126369,4.5,,561,21,,160,Z971456,COMM,0,DUNGENESS CRAB
21A ,,10/2/2017,2017,10,2,3295,1,,,38134,56059,126369,4.5,,561,21,,160,Z971457,COMM,0,DUNGENESS CRAB
21A ,,10/2/2017,2017,10,2,2897,1,,,29009,56093,126369,4.5,,561,21,,160,Z971458,COMM,0,DUNGENESS CRAB
21A ,,10/2/2017,2017,10,2,1131,1,,,29186,56011,126369,4.5,,561,21,,160,Z971459,COMM,0,DUNGENESS CRAB
21A ,,10/2/2017,2017,10,2,2704,1,,,34710,56331,126369,4.5,,561,21,,160,Z971460,COMM,0,DUNGENESS CRAB
21A ,,10/2/2017,2017,10,2,2975,1,,,38127,56075,126369,4.5,,561,21,,160,Z971462,COMM,0,DUNGENESS CRAB
25D ,,10/2/2017,2017,10,2,582,1,,,22309,56374,1533,4,,561,21,,165,Z970754,COMM,0,DUNGENESS CRAB
22A ,,10/2/2017,2017,10,2,2168,1,,,33280,56007,5150,4.6,,561,21,,105,Z983961,COMM,0,DUNGENESS CRAB
22A ,,10/2/2017,2017,10,2,826,1,,,37666,56058,5643,4.1,,561,21,,170,Z931946,COMM,0,DUNGENESS CRAB
22A ,,10/2/2017,2017,10,2,1655,1,,,38104,56033,5643,4.1,,561,21,,170,Z931947,COMM,0,DUNGENESS CRAB
20A ,,10/2/2017,2017,10,2,1351,1,,,37829,55965,121399,4,,561,21,,115,Z975391,COMM,0,DUNGENESS CRAB
20A ,,10/2/2017,2017,10,2,1360,1,,,31436,56206,121399,4,,561,21,,115,Z975392,COMM,0,DUNGENESS CRAB
20A ,,10/2/2017,2017,10,2,1730,1,,,38110,55988,121399,4,,561,21,,115,Z975393,COMM,0,DUNGENESS CRAB
24A ,,10/2/2017,2017,10,2,1005,1,,,36485,56041,121625,4,,561,21,,105,Z935553,COMM,0,DUNGENESS CRAB
21A ,,10/2/2017,2017,10,2,2809,1,,,35655,55951,121625,4,,561,21,,105,Z935554,COMM,0,DUNGENESS CRAB
20A ,,10/2/2017,2017,10,2,2492,1,,,37173,56257,121625,4,,561,21,,140,Z914854,COMM,0,DUNGENESS CRAB
20A ,,10/2/2017,2017,10,2,1221,1,,,38027,56340,121625,4,,561,21,,140,Z914855,COMM,0,DUNGENESS CRAB
20A ,,10/2/2017,2017,10,2,1585,1,,,37173,56257,121625,4,,561,21,,140,Z914857,COMM,0,DUNGENESS CRAB
22A ,,10/2/2017,2017,10,2,2343,1,,,35168,56268,126573,4,,561,21,,105,Z965731,COMM,0,DUNGENESS CRAB
22A ,,10/2/2017,2017,10,2,1317,1,,,38335,56043,126573,4,,561,21,,105,Z965732,COMM,0,DUNGENESS CRAB
20A ,,10/2/2017,2017,10,2,3462,1,,,30578,55907,128153,4.3,,561,21,,115,Z987951,COMM,0,DUNGENESS CRAB
20A ,,10/2/2017,2017,10,2,377,1,,,31658,55903,94,4,,561,21,,115,Z937504,COMM,0,DUNGENESS CRAB
20A ,,10/2/2017,2017,10,2,513,1,,,3692,56243,94,4,,561,21,,115,Z937505,COMM,0,DUNGENESS CRAB
20A ,,10/2/2017,2017,10,2,1475,1,,,34911,55904,94,4,,561,21,,115,Z937507,COMM,0,DUNGENESS CRAB
20A ,,10/2/2017,2017,10,2,705,1,,,30153,56312,94,4,,561,21,,115,Z937508,COMM,0,DUNGENESS CRAB
20A ,,10/2/2017,2017,10,2,860,1,,,31658,55903,94,4,,561,21,,115,Z937509,COMM,0,DUNGENESS CRAB
25A ,,10/2/2017,2017,10,2,1132,1,,,37174,56324,124315,4.25,,561,21,,110,Z905461,COMM,0,DUNGENESS CRAB
25A ,,10/2/2017,2017,10,2,639,1,,,16466,56201,124315,4.25,,561,21,,110,Z905462,COMM,0,DUNGENESS CRAB
25A ,,10/2/2017,2017,10,2,942,1,,,37144,55952,124315,4.25,,561,21,,110,Z905463,COMM,0,DUNGENESS CRAB
25A ,,10/2/2017,2017,10,2,850,1,,,38036,56125,124315,4.25,,561,21,,110,Z905464,COMM,0,DUNGENESS CRAB
25A ,,10/2/2017,2017,10,2,1128,1,,,37901,56332,124315,4.25,,561,21,,110,Z905465,COMM,0,DUNGENESS CRAB
22A ,,10/2/2017,2017,10,2,1177,1,,,15694,55933,124315,4.25,,561,21,,105,Z985654,COMM,0,DUNGENESS CRAB
20A ,,10/2/2017,2017,10,2,1700,1,,,37433,56089,124315,4.25,,561,21,,105,Z985655,COMM,0,DUNGENESS CRAB
21A ,,10/2/2017,2017,10,2,1842,1,,,37433,56089,124315,4.25,,561,21,,105,Z985655,COMM,0,DUNGENESS CRAB
20A ,,10/2/2017,2017,10,2,2100,1,,,20890,56175,124315,4.25,,561,21,,105,Z985656,COMM,0,DUNGENESS CRAB
20A ,,10/1/2017,2017,10,1,425,2,9,53812,,,4337,4,115.92,561,21,,110,JN727798,COMM,0,DUNGENESS CRAB
20A ,,10/1/2017,2017,10,1,58,2,9,53812,,,4337,4,115.92,561,21,,110,JN727798,COMM,0,DUNGENESS CRAB
20A ,,10/1/2017,2017,10,1,324,2,9,54112,,,4337,4,157.2,561,21,,110,JN727799,COMM,0,DUNGENESS CRAB
20A ,,10/1/2017,2017,10,1,323,2,9,53397,,,4337,4,0,561,21,,110,JN727800,COMM,0,DUNGENESS CRAB
20A ,,10/1/2017,2017,10,1,478,2,9,54131,,,4337,4,114.72,561,21,,110,JN727801,COMM,0,DUNGENESS CRAB
20A ,,10/1/2017,2017,10,1,350,2,9,52891,,,4337,4,84,561,21,,110,JN727802,COMM,0,DUNGENESS CRAB
20A ,,10/1/2017,2017,10,1,264,2,9,52439,,,4337,4,349.44,561,21,,110,JN727803,COMM,0,DUNGENESS CRAB
20A ,,10/1/2017,2017,10,1,73,2,9,52628,,,4337,4,17.52,561,21,,110,JN727804,COMM,0,DUNGENESS CRAB
20A ,,10/1/2017,2017,10,1,227,2,14,48148,,,4337,4,18.16,561,21,,110,JN727805,COMM,0,DUNGENESS CRAB
20A ,,10/1/2017,2017,10,1,1067,2,9,53290,,,4337,4,256.08,561,21,,110,JN727806,COMM,0,DUNGENESS CRAB
20A ,,10/1/2017,2017,10,1,239,2,9,52229,,,4337,4,0,561,21,,110,JN727807,COMM,0,DUNGENESS CRAB
20A ,,10/1/2017,2017,10,1,415,2,9,53307,,,4337,4,99.6,561,21,,110,JN727808,COMM,0,DUNGENESS CRAB
20A ,,10/1/2017,2017,10,1,62,2,9,54349,,,4337,4,14.88,561,21,,110,JN727809,COMM,0,DUNGENESS CRAB
20A ,,10/1/2017,2017,10,1,507,2,9,52868,,,4337,4,121.68,561,21,,110,JN727810,COMM,0,DUNGENESS CRAB
20A ,,10/1/2017,2017,10,1,270,2,9,54193,,,4337,4,64.8,561,21,,110,JN727811,COMM,0,DUNGENESS CRAB
20A ,,10/1/2017,2017,10,1,380,2,9,53014,,,4337,4,91.2,561,21,,110,JN727812,COMM,0,DUNGENESS CRAB
24B ,,10/1/2017,2017,10,1,203,2,31,951,,,112389,3.5,21.32,561,21,,140,JL737928,COMM,0,DUNGENESS CRAB
23B ,,10/1/2017,2017,10,1,121,2,29,81821,,,112389,3.5,33.88,561,21,,140,JL737929,COMM,0,DUNGENESS CRAB
21B ,,10/1/2017,2017,10,1,304,2,33,,,,112389,4,60.8,561,21,,140,JL737930,COMM,0,DUNGENESS CRAB
20A ,,10/1/2017,2017,10,1,243,2,14,48081,,,121399,4,19.44,561,21,,115,JJ688885,COMM,0,DUNGENESS CRAB
20A ,,10/1/2017,2017,10,1,157,2,28,58344,,,121399,4,0,561,21,,115,JJ688886,COMM,0,DUNGENESS CRAB
20A ,,10/1/2017,2017,10,1,311,2,9,52052,,,121399,4,0,561,21,,115,JJ688887,COMM,0,DUNGENESS CRAB
20A ,,10/1/2017,2017,10,1,291,2,9,52421,,,121399,4,69.84,561,21,,115,JJ688888,COMM,0,DUNGENESS CRAB
21B ,,10/1/2017,2017,10,1,27,2,29,81137,,,121625,3.5,7.56,561,21,,105,JN726401,COMM,0,DUNGENESS CRAB
22A ,,10/1/2017,2017,10,1,321,2,15,1560,,,121625,4,0,561,21,,105,JN726402,COMM,0,DUNGENESS CRAB
22A ,,10/1/2017,2017,10,1,191,2,15,14869,,,121625,4,0,561,21,,105,JN726403,COMM,0,DUNGENESS CRAB
22A ,,10/1/2017,2017,10,1,407,2,15,14504,,,121625,4,0,561,21,,105,JN726404,COMM,0,DUNGENESS CRAB
20A ,,10/1/2017,2017,10,1,776,2,29,81992,,,121625,4,248.32,561,21,,140,JN726482,COMM,0,DUNGENESS CRAB
20A ,,10/1/2017,2017,10,1,550,2,29,81572,,,121625,4,176,561,21,,140,JN726483,COMM,0,DUNGENESS CRAB
